"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DRIO","DarioHealth Corp.","1.55","$21.45M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/drio",
"DRIOW","DarioHealth Corp.","0.3361","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/driow",
"DZSI","DASAN Zhone Solutions, Inc.","10.59","$173.54M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/dzsi",
"DSKE","Daseke, Inc.","10.28","$586.21M","2015","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dske",
"DSKEW","Daseke, Inc.","1.16","n/a","2015","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dskew",
"DAIO","Data I/O Corporation","8.8","$72.84M","1981","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/daio",
"DWCH","Datawatch Corporation","9.65","$119.05M","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dwch",
"PLAY","Dave & Buster&#39;s Entertainment, Inc.","44.31","$1.8B","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/play",
"DTEA","DAVIDsTEA Inc.","3.85","$99.5M","2015","Consumer Non-Durables","Food Chains","https://www.nasdaq.com/symbol/dtea",
"DFNL","Davis Select Financial ETF","25.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dfnl",
"DINT","Davis Select International ETF","20.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dint",
"DUSA","Davis Select U.S. Equity ETF","24.301","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dusa",
"DWLD","Davis Select Worldwide ETF","27.61","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwld",
"DWSN","Dawson Geophysical Company","6.45","$140.53M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dwsn",
"DBVT","DBV Technologies S.A.","22.51","$1.13B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/dbvt",
"DCPH","Deciphera Pharmaceuticals, Inc.","24.54","$799.8M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dcph",
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","15.4","$326.78M","2012","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dfrg",
"TACO","Del Taco Restaurants, Inc.","12.82","$495.84M","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/taco",
"TACOW","Del Taco Restaurants, Inc.","3.4","n/a","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/tacow",
"DMPI","DelMar Pharmaceuticals, Inc.","1.14","$25M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dmpi",
"DELT","Delta Technology Holdings Limited","1.2","$12.07M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/delt",
"DNLI","Denali Therapeutics Inc.","20.37","$1.79B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/dnli",
"DENN","Denny&#39;s Corporation","16.07","$1.03B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/denn",
"XRAY","DENTSPLY SIRONA Inc.","57.67","$13.25B","1987","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/xray",
"DEPO","Depomed, Inc.","6.95","$441.37M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/depo",
"DERM","Dermira, Inc.","9.43","$394.38M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/derm",
"DEST","Destination Maternity Corporation","2.41","$35.21M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dest",
"DXLG","Destination XL Group, Inc.","2.55","$124.15M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dxlg",
"DSWL","Deswell Industries, Inc.","3.18","$50.52M","1995","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/dswl",
"DTRM","Determine, Inc. ","1.57","$23.39M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dtrm",
"DXCM","DexCom, Inc.","60.13","$5.23B","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dxcm",
"DFBHU","DFB Healthcare Acquisitions Corp.","10.15","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbhu",
"DHXM","DHX Media Ltd.","3.25","$111.05M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dhxm",
"DHIL","Diamond Hill Investment Group, Inc.","212.79","$742.37M","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/dhil",
"FANG","Diamondback Energy, Inc.","128.94","$12.66B","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/fang",
"DCIX","Diana Containerships Inc.","1.82","$1.38M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dcix",
"DRNA","Dicerna Pharmaceuticals, Inc.","14.12","$730.95M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drna",
"DFBG","Differential Brands Group Inc.","1.06","$14.13M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/dfbg",
"DFFN","Diffusion Pharmaceuticals Inc.","0.66","$33.35M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dffn",
"DGII","Digi International Inc.","11.25","$304.07M","1989","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","29.2","$346.29M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dmrc",
"DRAD","Digirad Corporation","2.05","$41.19M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","2.6","$18.15M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/dgly",
"APPS","Digital Turbine, Inc.","2.35","$176.59M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/apps",
"DCOM","Dime Community Bancshares, Inc.","19.2","$718.45M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/dcom",
"DIOD","Diodes Incorporated","31.53","$1.55B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/diod",
"DISCA","Discovery Communications, Inc.","24.19","$12.15B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disca",
"DISCB","Discovery Communications, Inc.","32.3","$16.22B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/discb",
"DISCK","Discovery Communications, Inc.","22.49","$11.3B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disck",
"DISH","DISH Network Corporation","40.76","$19.01B","1995","Consumer Services","Television Services","https://www.nasdaq.com/symbol/dish",
"DVCR","Diversicare Healthcare Services Inc.","8.29","$53.52M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dvcr",
"SAUC","Diversified Restaurant Holdings, Inc.","1.35","$36.29M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/sauc",
"DLHC","DLH Holdings Corp.","5.73","$68.09M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/dlhc",
"BOOM","DMC Global Inc.","25.65","$382.32M","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/boom",
"DNBF","DNB Financial Corp","36.5","$155.81M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dnbf",
"DOGZ","Dogness (International) Corporation","4.43","$115.18M","2017","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dogz",
"DLTR","Dollar Tree, Inc.","92.7","$21.98B","1995","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dltr",
"DLPN","Dolphin Entertainment, Inc.","3.25","$30.44M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpn",
"DLPNW","Dolphin Entertainment, Inc.","0.2594","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpnw",
"DGICA","Donegal Group, Inc.","15.35","$421.06M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","14.15","$388.15M","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/dgicb",
"DMLP","Dorchester Minerals, L.P.","15.775","$509.21M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dmlp",
"DORM","Dorman Products, Inc.","72.54","$2.44B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dorm",
"DOVA","Dova Pharmaceuticals, Inc.","29.62","$760.62M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dova",
"LYL","Dragon Victory International Limited","4.01","$46.78M","2017","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/lyl",
"DOTA","Draper Oakwood Technology Acquisition, Inc.","9.8","$74.24M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/dota",
"DOTAR","Draper Oakwood Technology Acquisition, Inc.","0.565","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/dotar",
"DOTAU","Draper Oakwood Technology Acquisition, Inc.","10.74","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/dotau",
"DOTAW","Draper Oakwood Technology Acquisition, Inc.","0.845","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/dotaw",
"DCAR","DropCar, Inc.","2.16","$848370.24","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/dcar",
"DRYS","DryShips Inc.","3.94","$410.84M","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/drys",
"DSPG","DSP Group, Inc.","12.85","$286.85M","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/dspg",
"DLTH","Duluth Holdings Inc.","17.98","$583.65M","2015","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dlth",
"DNKN","Dunkin&#39; Brands Group, Inc.","60.49","$4.98B","2011","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dnkn",
"DRRX","DURECT Corporation","1.85","$283.67M","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drrx",
"DXPE","DXP Enterprises, Inc.","32.59","$566.8M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dxpe",
"DYSL","Dynasil Corporation of America","1.3","$22.33M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dysl",
"DYNT","Dynatronics Corporation","2.9585","$23.47M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","17.55","$1.08B","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dvax",
"ETFC","E*TRADE Financial Corporation","57.24","$15.24B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/etfc",
"EBMT","Eagle Bancorp Montana, Inc.","20.05","$109.48M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ebmt",
"EGBN","Eagle Bancorp, Inc.","63.7","$2.18B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/egbn",
"EGLE","Eagle Bulk Shipping Inc.","5.16","$363.23M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/egle",
"EFBI","Eagle Financial Bancorp, Inc.","16.2977","$26.29M","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/efbi",
"EGRX","Eagle Pharmaceuticals, Inc.","57.66","$856.94M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/egrx",
"EWBC","East West Bancorp, Inc.","68.13","$9.85B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ewbc",
"EACQ","Easterly Acquisition Corp.","10.15","$65.51M","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/eacq",
"EACQU","Easterly Acquisition Corp.","10.1","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/eacqu",
"EACQW","Easterly Acquisition Corp.","0.79","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/eacqw",
"EML","Eastern Company (The)","27.55","$172.5M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/eml",
"EAST","Eastside Distilling, Inc.","6.85","$33.05M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/east",
"EASTW","Eastside Distilling, Inc.","1.55","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/eastw",
"EVGBC","Eaton Vance NextShares Trust","99.98","$29.99M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/evgbc",
"EVSTC","Eaton Vance NextShares Trust","99.98","$47.49M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/evstc",
"EVFTC","Eaton Vance NextShares Trust II","100.05","$52.53M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/evftc",
"EVLMC","Eaton Vance NextShares Trust II","99.94","$34.98M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/evlmc",
"OKDCC","Eaton Vance NextShares Trust II","99.99","$252.47M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/okdcc",
"EBAY","eBay Inc.","43.81","$44.34B","1998","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ebay",
"EBAYL","eBay Inc.","26.15","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ebayl",
"EBIX","Ebix, Inc.","82.15","$2.59B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ebix",
"ELON","Echelon Corporation","4.6899","$21.2M","1998","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/elon",
"ECHO","Echo Global Logistics, Inc.","26.9","$753.86M","2009","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/echo",
"SATS","EchoStar Corporation","58.4","$5.6B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sats",
"EEI","Ecology and Environment, Inc.","11.4","$49.04M","1987","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/eei",
"ESES","Eco-Stim Energy Solutions, Inc.","1.22","$90.94M","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/eses",
"EDAP","EDAP TMS S.A.","2.22","$63.78M","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/edap",
"EDGE","Edge Therapeutics, Inc.","17.2","$530.95M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/edge",
"EDGW","Edgewater Technology, Inc.","6.26","$87.74M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/edgw",
"EDIT","Editas Medicine, Inc.","44.08","$2.07B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/edit",
"EDUC","Educational Development Corporation","20.85","$85.25M","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/educ",
"EGAN","eGain Corporation","7.8","$212.82M","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/egan",
"EGLT","Egalet Corporation","0.75","$34.46M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eglt",
"EHTH","eHealth, Inc.","16.12","$304.94M","2006","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/ehth",
"EIGR","Eiger BioPharmaceuticals, Inc.","9.75","$102.53M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/eigr",
"EKSO","Ekso Bionics Holdings, Inc.","1.83","$109.62M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ekso",
"LOCO","El Pollo Loco Holdings, Inc.","10.35","$400.06M","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/loco",
"EMITF","Elbit Imaging Ltd.","2.785","$25.6M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/emitf",
"ESLT","Elbit Systems Ltd.","137.1","$5.86B","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/eslt",
"ERI","Eldorado Resorts, Inc.","37.65","$2.91B","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/eri",
"ESIO","Electro Scientific Industries, Inc.","19.78","$663.66M","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/esio",
"EA","Electronic Arts Inc.","128.49","$39.41B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","28.61","$1.31B","1992","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","3.97","$13.48M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/else",
"ELEC","Electrum Special Acquisition Corporation","10.38","$187.15M","2015","Finance","Business Services","https://www.nasdaq.com/symbol/elec",
"ELECU","Electrum Special Acquisition Corporation","10.7","$192.92M","2015","Finance","Business Services","https://www.nasdaq.com/symbol/elecu",
"ELECW","Electrum Special Acquisition Corporation","0.34","n/a","2015","Finance","Business Services","https://www.nasdaq.com/symbol/elecw",
"EBIO","Eleven Biotherapeutics, Inc.","1.25","$39.79M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ebio",
